,node_1,node_2,edge
710,character_evolution,character_development,is_a
711,reimagining_classic_stories,Peter_Pan,is_example_of
712,imagination,fairy_tales,is_required_for
713,Jodi_Lynn_Anderson,character_evolution,author_of
714,0062004018,paranormal_creatures,features
715,0062004018,romance,centers_around
716,0062004018,character_development,provides
717,0062004018,originality,offers
718,0062004018,character_relationships,explores
719,romance,emotional_connections,is_a_type_of
720,creative_exploration,originality,facilitates
721,character_development,character_relationships,influences
722,supernatural_elements,paranormal_creatures,is_associated_with
723,character_relationships,emotional_connections,results_in
724,0062006142,Jane_Austen_influence,draws_inspiration_from
725,0062006142,dystopian_worlds,set_in
726,0062006142,character_development,focuses_on
727,0062006142,sci_fi_elements,integrates
728,0062006142,complex_themes,explores
729,Jane_Austen_influence,literary_influence,is_a_type_of
730,exploration_of_human_nature,character_development,is_aspect_of
731,dystopian_worlds,futuristic_settings,is_a_type_of
732,sci_fi_elements,futuristic_settings,is_associated_with
733,literary_influence,Jane_Austen_influence,is_an_instance_of
734,0062011995,Greek_mythology,is_based_on
735,0062011995,fast_paced_story,tells
736,0062011995,romance,features
737,0062011995,character_development,prioritizes
738,0062011995,Greek_mythology_retellings,offers
739,romance,Greek_mythology_retellings,is_a_genre_of
740,Greek_mythology,Greek_mythology_retellings,is_source_material_of
741,fast_paced_story,romance,is_a_characteristic_of
742,character_development,romance,is_a_component_of
743,Greek_mythology,character_development,is_a_source_of_inspiration_for
744,0062014536,character_development,features
745,0062014536,multiple_perspectives,utilizes
746,0062014536,romance,explores
747,0062014536,open_endings,presents
748,0062014536,character_development,showcases
749,romance,character_development,causes
750,perspective_shifts,multiple_perspectives,results_in
751,multiple_perspectives,character_development,facilitates
752,emotional_growth,character_development,is_a_part_of
753,open_endings,narrative_structure,is_a_type_of
754,0062014552,character_development,focuses_on
755,0062014552,predictable_plot,has
756,0062014552,compelling_female_lead,features
757,0062014552,two_dimensional_characters,includes
758,0062014552,realistic_elements,incorporates
759,compelling_female_lead,character_development,causes
760,Character evolution,character_development,is_a
761,character_development,Narrative complexity,contributes_to
762,Gender representation in literature,character_development,affects
763,realistic_elements,predictable_plot,contradicts
764,0062024027,dystopian_worlds,set_in
765,0062024027,character_development,features
766,0062024027,post_apocalyptic_settings,depicts
767,0062024027,dystopian_society,explores
768,0062024027,action_and_suspense,provides
769,dystopian_society,social_control,has_mechanism_of
770,dystopian_worlds,apocalyptic_landscapes,is_characterized_by
771,character_development,dystopian_society,occurs_in
772,post_apocalyptic_settings,dystopian_worlds,is_type_of
773,human_survival,dystopian_society,is_central_theme_of
774,0062024035,dystopian_society,portrays
775,0062024035,character_development,emphasizes
776,0062024035,strong_female_characters,features
777,0062024035,engaging_plots,delivers
778,0062024035,well_written_prose,showcases
779,dystopian_society,storytelling,vehicle
780,well_written_prose,character_development,enhances
781,society_and_utopias,dystopian_society,subtype
782,engaging_plots,storytelling,component
783,human_relationships,character_development,aspect
784,0062024043,character_development,focuses_on
785,0062024043,dystopian_genre,is_a_part_of
786,0062024043,cliffhanger_endings,features
787,0062024043,strong_female_leads,features
788,0062024043,complex_plots,delivers
789,protagonist_evolution,character_development,is_a
790,dystopian_genre,oppressive_societies,has_property
791,complex_plots,narrative_structure,is_a_part_of
792,strong_female_leads,protagonist_evolution,is_a
793,cliffhanger_endings,narrative_structure,is_a_part_of
794,0062026488,fantasy_genre,is_a
795,0062026488,character_development,features
796,0062026488,religious_themes,explores
797,0062026488,realistic_characters,portrays
798,0062026488,historical_context,set_in
799,religious_themes,exploration_of_beliefs,is_theme_of
800,fantasy_genre,imaginative_storytelling,is_characteristic_of
801,complex_human_relationships,character_development,is_aspect_of
802,realistic_characters,character_development,is_facilitator_of
803,historical_context,fantasy_genre,can_be_a_setting_for
804,0062026518,complex_plots,features
805,0062026518,character_development,presents
806,0062026518,romance,includes
807,0062026518,historical_context,explores
808,0062026518,supernatural_elements,integrates
809,romance,human_emotions,causes
810,fantasy_elements,supernatural_elements,includes
811,character_development,historical_context,affects
812,complex_plots,narrative_structure,is_part_of
813,romance,character_development,drives
814,0062027875,paranormal_romance,is_a
815,0062027875,fantasy_settings,features
816,0062027875,character_development,prioritizes
817,0062027875,realistic_characters,portrays
818,0062027875,historical_context,explores
819,Supernatural Love,paranormal_romance,is_a
820,Complex Characters,character_development,facilitates
821,historical_context,fantasy_settings,can_occur_in
822,realistic_characters,character_development,requires
823,Imaginative Worlds,fantasy_settings,is_a
824,0062048503,dystopian_world_building,features
825,0062048503,strong_female_protagonist,centers_around
826,0062048503,character_development,emphasizes
827,0062048503,post_apocalyptic_settings,depicts
828,0062048503,realistic_character_motivations,explores
829,Gender_Roles,strong_female_protagonist,influences
830,realistic_character_motivations,character_development,facilitates
831,strong_female_protagonist,Character_Evolution,undergoes
832,Apocalyptic_Narratives,post_apocalyptic_settings,occurs_in
833,dystopian_world_building,Apocalyptic_Narratives,is_a_type_of
834,0062048651,werewolf_lore,delves_into
835,0062048651,character_development,emphasizes
836,0062048651,mystery,centers_around
837,0062048651,strong_female_protagonists,features
838,0062048651,paranormal_elements,integrates
839,mystery,intrigue,causes
840,supernatural_elements,werewolf_lore,is_associated_with
841,character_development,complex_characters,facilitates
842,werewolf_lore,paranormal_elements,contains
843,strong_female_protagonists,character_development,is_a_type_of
844,0062049801,complex_plots,features
845,0062049801,character_development,emphasizes
846,0062049801,jungle_setting,depicts
847,0062049801,research_topics,explores
848,0062049801,human_relationships,explores
849,exploration_and_discovery,narrative_structure,facilitates
850,character_development,psychological_depth,enhances
851,jungle_setting,research_topics,provides_context
852,complex_plots,narrative_structure,is_a_component_of
853,human_relationships,character_development,is_a_part_of
854,0062059939,dystopian_genre,is_a
855,0062059939,character_development,features
856,0062059939,love_triangles,includes
857,0062059939,well_written_love_stories,offers
858,0062059939,comparison_to_the_hunger_games,shares_similarities_with
859,comparison_to_the_hunger_games,dystopian_genre,is_a_subgenre_of
860,character_development,well_written_love_stories,is_a_component_of
861,love_triangles,well_written_love_stories,is_a_feature_of
862,character_development,love_triangles,influences
863,well_written_love_stories,character_development,enhances
864,0062059947,fan_fiction,is
865,0062059947,romance_element,contains
866,0062059947,shallow_characters,features
867,0062059947,dystopian_worlds,set_in
868,0062059947,historical_context,draws_from
869,Narrative adaptations,dystopian_worlds,genre
870,Narrative adaptations,fan_fiction,form
871,dystopian_worlds,Imaginary worlds,subtype
872,romance_element,Emotional exploration,theme
873,historical_context,Narrative adaptations,background
874,0062060554,memory_loss,centers_around
875,0062060554,psychological_thriller,is_a
876,0062060554,amnesia,explores
877,0062060554,character_driven_narratives,features
878,0062060554,complex_plots,offers
879,Identity and self-discovery,character_driven_narratives,causes
880,amnesia,memory_loss,is_a
881,Mystery and suspense,psychological_thriller,is_a
882,character_driven_narratives,complex_plots,features
883,Mental health conditions,amnesia,often_associated_with
884,0062060562,psychological_thriller,is
885,0062060562,memory_loss,explores
886,0062060562,human_brain,depicts
887,0062060562,mystery_novels,belongs_to
888,0062060562,character_driven_narrative,features
889,mystery_novels,character_driven_narrative,is_a_type_of
890,human_brain,memory_loss,causes
891,memory_loss,mystery_novels,can_be_a_theme_of
892,mystery_novels,psychological_thriller,is_a_subgenre_of
893,character_driven_narrative,mystery_novels,is_a_feature_of
894,0060260627,Greek_mythology,is_based_on
895,0062060627,character_development,features
896,0062060627,romance,explores
897,0062060627,well_written_prose,showcases
898,0062060627,historical_context,provides
